listing_id,title,district,property_type,price_hkd,usable_area_sqft,bedrooms,bathrooms,floor,kitchen_type,building_age_years,agency,image_url,url,fetched_at,enriched_at,estate,building_area_sqft,address,description,latitude,longitude,rent_includes,subletting,cooking_method,primary_school_net,secondary_school_net,published_at,updated_at,expires_at,image_urls,sharing_type,sharing_terms,monthly_mortgage_hkd,monthly_holding_hkd,monthly_outlay_hkd,initial_outlay_hkd,est_market_rent_hkd,npv_total_cost_buy_30y_hkd,npv_total_cost_rent_30y_hkd,npv_net_worth_buy_30y_hkd,npv_net_worth_rent_30y_hkd,buy_vs_rent_30y_hkd
3907090,｛有VR｝實用兩房 有匙即睇,荃灣,私人屋苑,6100000,445,2,,中層,,26,美聯物業(麗城分行),https://i1.28hse.com/2026/08/202608051747288660896_thumb.jpg,https://www.28hse.com/buy/apartment/property-3907090,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:36:43.636476+00:00,韻濤居,589,新界荃灣韻濤居 青山公路623號,"屋苑設施齊全 室內恆溫泳池 健身室 網球場
有穿梭巴士往來荃灣港鐵站",22.372367999999998,114.10311099999994,,,,,,2026-06-26T18:45:29+08:00,2026-08-05T17:50:16+08:00,2026-08-25T18:45:29+08:00,"[""https://i1.28hse.com/2026/08/20260805174730367534_large.jpg"", ""https://i1.28hse.com/2026/08/202608051747321681584_large.jpg"", ""https://i1.28hse.com/2026/08/202608051747337931058_large.jpg"", ""https://i1.28hse.com/2026/08/202608051747354898220_large.jpg"", ""https://i1.28hse.com/2026/08/202608051747377814691_large.jpg"", ""https://i1.28hse.com/2026/08/20260805174739522148_large.jpg"", ""https://i1.28hse.com/2026/08/202608051747288660896_large.jpg""]",,,21953,3782,25735,2104500,12708,7819898,4502496,-991685,3343889,-4335574
3935317,東南靚則，有匙隨看.,荃灣,私人屋苑,6100000,445,2,2,中層,,26,利嘉閣地產有限公司,https://i1.28hse.com/2026/08/202608061105504474507_thumb.jpg,https://www.28hse.com/buy/apartment/property-3935317,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:34:15.974161+00:00,韻濤居,589,新界荃灣韻濤居 青山公路623號,"會所恆溫泳池,間隔四正,歡迎查詢.",22.372367999999998,114.10311099999998,,,,,,2026-07-17T12:48:43+08:00,2026-08-06T11:06:43+08:00,2026-08-16T12:48:43+08:00,"[""https://i1.28hse.com/2026/08/20260806110552434683_large.jpg"", ""https://i1.28hse.com/2026/08/202608061105531702420_large.jpg"", ""https://i1.28hse.com/2026/08/202608061105547824967_large.jpg"", ""https://i1.28hse.com/2026/08/202608061105551636475_large.jpg"", ""https://i1.28hse.com/2026/08/202608061105558864745_large.jpg"", ""https://i1.28hse.com/2026/08/202608061105567872590_large.jpg"", ""https://i1.28hse.com/2026/08/202608061105571662143_large.jpg"", ""https://i1.28hse.com/2026/08/202608061105581720564_large.jpg"", ""https://i1.28hse.com/2026/08/202608061106006217706_large.jpg"", ""https://i1.28hse.com/2026/08/202608061106014874288_large.jpg""]",,,21953,3782,25735,2104500,12708,7819898,4502496,-991685,3343889,-4335574
3944434,[富裕地產高層有裝修推介] 即住● 開揚有裝修 ● 相熟業主,荃灣,私人屋苑/新鴻基,6100000,511,3,1,高層,,,富裕地產荃中第一分行,https://i1.28hse.com/2026/07/202607241115493913757_thumb.jpg,https://www.28hse.com/buy/apartment/property-3944434,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:32:51.843954+00:00,荃景花園,626,新界荃灣荃景花園 荃景圍85號,"● 即買可即住 
●寬敞闊落廳方正●多窗光猛
● 歡迎WHATSAPP聯繫
---------------------------------------------------------
富裕樓盤編號:A016547
>>富裕地產一區四行,盤足客多,尚有更多實盤介紹
>>歡迎登入:www.weonline.com.hk
***本行所登樓盤全部屬實,為方便客戶查詢,即時解答,煩請述明樓盤編號***",22.378448,114.110085,,,,,,2026-07-24T11:15:52+08:00,2026-08-05T15:35:41+08:00,2026-09-22T11:15:52+08:00,"[""https://i1.28hse.com/2026/07/202607241115506882964_large.jpg"", ""https://i1.28hse.com/2026/07/20260724111550976109_large.jpg"", ""https://i1.28hse.com/2026/07/20260724111550276172_large.jpg"", ""https://i1.28hse.com/2026/07/202607241115513918903_large.jpg"", ""https://i1.28hse.com/2026/07/202607241115518264812_large.jpg"", ""https://i1.28hse.com/2026/07/202607241115513932306_large.jpg"", ""https://i1.28hse.com/2026/07/202607241115526142351_large.jpg""]",,,21953,4079,26032,2104500,12708,7925123,4502496,-1195679,3343889,-4539568
3961170,中原麗城【新委託】【即吉可看】,荃灣,私人屋苑,6100000,445,2,1,中層,,26,中原地產代理有限公司,https://i1.28hse.com/2026/08/202608051726258469450_thumb.jpg,https://www.28hse.com/buy/apartment/property-3961170,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:30:26.258187+00:00,韻濤居,589,新界荃灣韻濤居 青山公路623號,"【中原麗城3期分行】
歡迎聯絡!!!
[REDACTED]
有VR睇樓Guide、
即時物業估值服務、
樓盤比較等多元化功能
讓用家一目了然搜尋樓盤
及接收樓市資訊。
一定幫到您!",22.372368,114.103111,,,,,,2026-08-05T17:26:40+08:00,2026-08-05T17:26:40+08:00,2026-09-04T17:26:40+08:00,"[""https://i1.28hse.com/2026/08/202608051726235757414_large.jpg"", ""https://i1.28hse.com/2026/08/202608051726243359789_large.jpg"", ""https://i1.28hse.com/2026/08/202608051726247501066_large.jpg"", ""https://i1.28hse.com/2026/08/202608051726242064283_large.jpg"", ""https://i1.28hse.com/2026/08/202608051726252771303_large.jpg"", ""https://i1.28hse.com/2026/08/202608051726253640928_large.jpg""]",,,21953,3782,25735,2104500,12708,7819898,4502496,-991685,3343889,-4335574
3901028,筍價 靚裝 交通方便,天后,洋樓,6150000,612,3,1,,,,永恒地產香港有限公司,https://i1.28hse.com/2026/06/202606241526312824538_thumb.jpg,https://www.28hse.com/buy/apartment/property-3901028,2026-08-06T17:33:59.496264+00:00,2026-08-06T17:47:23.230724+00:00,單幢樓房,,香港島天后單幢樓房 永興街,"TEL:[REDACTED]
TEL:[REDACTED]",22.282406,114.191765,,,,,,2026-06-22T10:29:16+08:00,2026-07-21T15:54:46+08:00,2026-08-21T10:29:16+08:00,"[""https://i1.28hse.com/2026/06/202606241526318526355_large.jpg"", ""https://i1.28hse.com/2026/06/202606241526313244376_large.jpg"", ""https://i1.28hse.com/2026/06/202606241526306842186_large.jpg"", ""https://i1.28hse.com/2026/06/202606241526315169698_large.jpg""]",,,22133,4548,26681,2121750,12812,8144432,4539401,-1532115,3343889,-4876004
3918703,【獨家筍盤】市區6字兩房 近地鐵站,黃大仙,單幢式大廈/宏安,6150000,356,2,1,中層,開放式廚房,1,中輝偉創,https://i1.28hse.com/2026/07/202607051630328647088_thumb.jpg,https://www.28hse.com/buy/apartment/property-3918703,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:16:47.862294+00:00,薈鳴,,九龍黃大仙薈鳴 鳴鳳街28號,"歡迎WhatsApp或微信聯絡！
Whatsapp電話：
[REDACTED]
微信号：
sam[REDACTED]",22.344314999999998,114.196785,,,,,,2026-07-05T11:32:59+08:00,2026-07-17T23:53:31+08:00,2026-09-03T11:32:59+08:00,"[""https://i1.28hse.com/2026/07/20260705163032197829_large.jpg"", ""https://i1.28hse.com/2026/07/20260705163033792321_large.jpg"", ""https://i1.28hse.com/2026/07/202607051630337219393_large.jpg"", ""https://i1.28hse.com/estate_data/57/26594/FLOOR/26594_20240119174939991692_thumb.jpg"", ""https://i1.28hse.com/estate_data/57/26594/UNIT/26594_20240119174949317355_thumb.jpg""]",,,22133,3396,25529,2121750,12812,7736285,4539401,-740866,3343889,-4084756
1999504,翔龍灣沒有最平只有更平2房 光猛開揚 出一間無一間 搶手內市 心動不如行動,土瓜灣,私人屋苑/單幢式大廈/恒基,6180000,360,2,1,中層,,14,天晋物業有限公司,https://i1.28hse.com/2026/07/202607272353103505029_thumb.jpg,https://www.28hse.com/buy/apartment/property-1999504,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:19:37.668708+00:00,翔龍灣,500,九龍土瓜灣翔龍灣 新碼頭街38號,"翔龍灣沒有最平只有更平2房 光猛開揚 出一間無一間 搶手內市 心動不如行動
地址:	新碼頭街38號
入伙日期:	11/2006
單位數目:	367
層數:	51
每層伙數:	8
所屬校網:	九龍區34號校網
發展商:	中華煤氣/恆基兆業
管理公司:	偉邦物業管理有限公司
物業設施:	美容顧問室、蒸氣浴室、桑拿浴室、指甲美容室、按摩浴池、果汁吧、足部按摩室、按摩室/水療室、水療按摩室、健身室、健康舞室/舞蹈室、娛樂廳、宴會廳、廚藝練習室、豪華影院、音樂中心、卡拉OK室、螢光保齡球場、日光曬台、游泳池、足底按摩地帶、恆溫按摩池",22.31918,114.19333599999997,,,,,,2026-07-27T23:51:45+08:00,2026-07-27T23:53:37+08:00,2026-09-25T23:51:45+08:00,"[""https://i1.28hse.com/2026/07/202607272353113465124_large.jpg"", ""https://i1.28hse.com/2026/07/202607272353127467647_large.jpg"", ""https://i1.28hse.com/2026/07/202607272353126973874_large.jpg"", ""https://i1.28hse.com/2026/07/202607272353138429151_large.jpg"", ""https://i1.28hse.com/2026/07/202607272353131357065_large.jpg"", ""https://i1.28hse.com/2026/07/202607272353145376198_large.jpg"", ""https://i1.28hse.com/2026/07/202607272353155431520_large.jpg"", ""https://i1.28hse.com/estate_data/77/2548/FLOOR/2548_20250718164036973415_thumb.jpg"", ""https://i1.28hse.com/estate_data/77/2548/UNIT/2548_20250718164200262269_thumb.jpg""]",,,22241,3422,25664,2132100,12875,7777632,4561545,-767787,3343889,-4111677
3833991,真盤真價！不用抽籤，即買即住 大型屋苑 34名校網！,土瓜灣,私人屋苑/洋樓/恒基,6190000,360,2,1,中層,,19,匯誠物業有限公司,https://i1.28hse.com/2026/05/202605041534217689677_thumb.jpg,https://www.28hse.com/buy/apartment/property-3833991,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:22:34.306898+00:00,翔龍灣,500,九龍土瓜灣翔龍灣 新碼頭街38號,"翔龍灣位於土瓜灣新碼頭街38號（土瓜灣）。發展商為中華煤氣/恒基兆業。入伙日期由11/2006開始。翔龍灣共有5座，提供1,782個單位。翔龍灣的實用面積由320呎至1,215呎。附近有翔龍灣廣場。小學校網為34。中學校網為九龍城區。
2006年11月
入伙日期
5 座
物業座數
1,782
單位總數
10分鐘
步行到土瓜灣站
屋苑類型
私人住宅
地址/地段
新碼頭街38號
所屬校網
小學: 34
・
中學: 九龍城區
管理公司
偉邦物業管理有限公司
分類標籤
大型商場、停車場、會所
發展商
中華煤氣/恒基兆業
其他設施
桑拿浴室、蒸氣浴室、桌球室、保齡球場、卡拉OK室、電影院、燒烤場、日光浴場、按摩池、健身室、音樂室、電腦室、浴足池 / 健足按摩室、宴會廳、太極圈、健康舞室、香薰水療、兒童嬉水池、室外泳池、高爾夫球練習場",22.31918,114.19333599999997,,,,,,2026-07-23T22:06:07+08:00,2026-07-23T22:06:33+08:00,2026-08-22T22:06:07+08:00,"[""https://i1.28hse.com/2026/05/202605041534217026022_large.jpg"", ""https://i1.28hse.com/2026/05/202605041534222058183_large.jpg"", ""https://i1.28hse.com/2026/05/202605041534234770850_large.jpg"", ""https://i1.28hse.com/2026/05/202605041534236625269_large.jpg"", ""https://i1.28hse.com/2026/05/202605041534231150417_large.jpg"", ""https://i1.28hse.com/2026/05/202605041534055877064_large.jpg"", ""https://i1.28hse.com/2026/05/202605041534248649269_large.jpg"", ""https://i1.28hse.com/estate_data/77/2548/FLOOR/2548_20250718164036973415_thumb.jpg"", ""https://i1.28hse.com/estate_data/77/2548/UNIT/2548_20250718164200262269_thumb.jpg""]",,,22277,3425,25703,2135550,12896,7789288,4568926,-772640,3343889,-4116530
3915557,名校網區 30秒去到地鐵站,土瓜灣,私人屋苑/高裕投資,6200000,357,1,,中層,,7,利嘉閣地產有限公司,https://i1.28hse.com/2026/07/202607031344055383533_thumb.jpg,https://www.28hse.com/buy/apartment/property-3915557,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:23:34.215104+00:00,翰畋,,九龍土瓜灣翰畋 美善同道80號,"一房間隔 自用可做兩房
租盤一閃即逝",22.317704999999997,114.186844,,,,,,2026-07-03T13:45:40+08:00,2026-07-27T13:06:13+08:00,2026-09-01T13:45:40+08:00,"[""https://i1.28hse.com/2026/07/202607031344067000808_large.jpg"", ""https://i1.28hse.com/2026/07/202607031344097645565_large.jpg"", ""https://i1.28hse.com/2026/07/20260703134410770473_large.jpg"", ""https://i1.28hse.com/2026/07/202607031344146232229_large.jpg"", ""https://i1.28hse.com/estate_data/77/22420/FLOOR/22420_20250714172730935596_thumb.jpg"", ""https://i1.28hse.com/estate_data/77/22420/UNIT/22420_20250714172734931598_thumb.jpg""]",,,22313,3415,25728,2139000,12917,7796161,4576307,-768220,3343889,-4112110
3942099,【翔龍灣最平2房】有匙即睇！全場最荀！34校網！,土瓜灣,私人屋苑/洋樓/恒基,6200000,360,2,1,中層,,17,新港地產代理有限公司,https://i1.28hse.com/2026/07/202607221628198972080_thumb.jpg,https://www.28hse.com/buy/apartment/property-3942099,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:22:39.732312+00:00,翔龍灣,500,九龍土瓜灣翔龍灣 新碼頭街38號,"歡迎查詢！
地址: 土瓜灣新碼頭街38號
入伙日期: 2006年11月
總座數:5
每層伙數: 8
層數:51
所屬校網:九龍區34號校網
物業設施: 美容顧問室、蒸氣浴室、桑拿浴室、指甲美容室、按摩浴池、果汁吧、足部按摩室、按摩室/水療室、水療按摩室、健身室、健康舞室/舞蹈室、娛樂廳、宴會廳、廚藝練習室、豪華影院、音樂中心、卡拉OK室、螢光保齡球場、日光曬台、游泳池、足底按摩地帶、恆溫按摩池",22.31918,114.19333599999996,,,明火煮食,,,2026-07-22T16:28:20+08:00,2026-07-22T16:28:20+08:00,2026-09-20T16:28:20+08:00,"[""https://i1.28hse.com/2026/07/202607221627277757262_large.jpg"", ""https://i1.28hse.com/2026/07/20260722162726962325_large.jpg"", ""https://i1.28hse.com/2026/07/202607221628078614949_large.jpg"", ""https://i1.28hse.com/2026/07/20260722162807366237_large.jpg""]",,,22313,3428,25742,2139000,12917,7800944,4576307,-777493,3343889,-4121382
2518539,3房 即買即收租 高私隱度！樓齡新,長沙灣,洋樓/單幢式大廈,6200000,434,3,,中層,,17,千億物業 太子分行,https://i1.28hse.com/2025/06/202506172050485169548_thumb.jpg,https://www.28hse.com/buy/apartment/property-2518539,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:09:12.212193+00:00,君凱豪庭,732,九龍長沙灣君凱豪庭 福華街561-563號,"高層 市區近地鐵 3房 優質筍貨
千億物業
張小姐 Kelly Cheung 
溫家明 Andy Wan",22.338632999999998,114.15288500000001,,,,,,2026-06-13T13:19:41+08:00,2026-08-04T17:14:22+08:00,2026-08-12T13:19:41+08:00,"[""https://i1.28hse.com/2024/01/202401171804453813693_large.jpg"", ""https://i1.28hse.com/2024/01/20240117180443862180_large.jpg"", ""https://i1.28hse.com/2024/01/20240117180442854046_large.jpg"", ""https://i1.28hse.com/2024/01/20240117180443793069_large.jpg"", ""https://i1.28hse.com/2024/01/202401171804444076121_large.jpg"", ""https://i1.28hse.com/2024/01/202401171804448181758_large.jpg"", ""https://i1.28hse.com/2024/01/202401171804456448096_large.jpg"", ""https://i1.28hse.com/2025/06/202506172050416129674_large.jpg"", ""https://i1.28hse.com/2025/06/202506172050425708246_large.jpg"", ""https://i1.28hse.com/2025/06/20250617205043580477_large.jpg"", ""https://i1.28hse.com/2025/06/202506172050454614943_large.jpg"", ""https://i1.28hse.com/2025/06/202506172050477352502_large.jpg""]",,,22313,3761,26075,2139000,12917,7918925,4576307,-1006213,3343889,-4350103
3893080,《 * 樓齡新 * 間隔實用 明廁 》 向東開揚,長沙灣,私人屋苑/萬科香港,6238000,386,1,1,中層,開放式廚房,5,香港置業,https://i1.28hse.com/2026/06/202606160642244297739_thumb.jpg,https://www.28hse.com/buy/apartment/property-3893080,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:09:05.159144+00:00,The Campton 1B期,,九龍長沙灣The Campton 1B期 福榮街201號,"歡迎查詢 24小時即時回覆
提供買賣及售後服務
免費壓力測試,首期支出及供款計算
各大銀行按揭介紹
專業法律咨詢，律師介紹
裝修設計
專車接送
大量一手，二手樓盤介紹",22.333638999999998,114.16041600000001,,,,,,2026-06-16T06:42:26+08:00,2026-06-16T06:42:26+08:00,2026-08-15T06:42:26+08:00,"[""https://i1.28hse.com/2026/06/202606160642244300275_large.jpg"", ""https://i1.28hse.com/2026/06/202606160642255452276_large.jpg"", ""https://i1.28hse.com/2026/06/202606160642258267866_large.jpg"", ""https://i1.28hse.com/2026/06/202606160642251692474_large.jpg"", ""https://i1.28hse.com/estate_data/63/23359/FLOOR/23359_20231201153017829331_thumb.jpg"", ""https://i1.28hse.com/estate_data/63/23359/UNIT/23359_20231201153127428497_thumb.jpg""]",,,22450,3556,26006,2152110,12996,7886691,4604355,-876294,3343889,-4220184
3900012,「真實盤源」激荀1房,長沙灣,私人屋苑/萬科香港,6238000,386,1,1,中層,開放式廚房,5,香港置業,https://i1.28hse.com/2026/06/202606211242138823376_thumb.jpg,https://www.28hse.com/buy/apartment/property-3900012,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:08:57.810817+00:00,The Campton 1B期,,九龍長沙灣The Campton 1B期 福榮街201號,"-------24小時接聽回覆Whatsapp-------------
ღ專業可靠貼心一站式服務ღ
專車接送
售前壓測,首期,供款計算
物業估價
銀行按揭上會
法律咨詢",22.333639,114.160416,,,,,,2026-06-21T12:42:15+08:00,2026-07-20T15:01:27+08:00,2026-08-20T12:42:15+08:00,"[""https://i1.28hse.com/2026/06/202606211242146862157_large.jpg"", ""https://i1.28hse.com/2026/06/202606211242142256585_large.jpg"", ""https://i1.28hse.com/2026/06/202606211242157072949_large.jpg"", ""https://i1.28hse.com/2026/06/202606211242151508712_large.jpg"", ""https://i1.28hse.com/estate_data/63/23359/FLOOR/23359_20231201153011354563_thumb.jpg"", ""https://i1.28hse.com/estate_data/63/23359/UNIT/23359_20231201153033879747_thumb.jpg""]",,,22450,3556,26006,2152110,12996,7886691,4604355,-876294,3343889,-4220184
3915111,《 * 樓齡新 * 間隔實用 明廁 》 向東開提,長沙灣,私人屋苑/萬科香港,6238000,386,1,1,中層,開放式廚房,5,香港置業,https://i1.28hse.com/2026/07/202607030525064846533_thumb.jpg,https://www.28hse.com/buy/apartment/property-3915111,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:08:33.330240+00:00,The Campton 1B期,,九龍長沙灣The Campton 1B期 福榮街201號,"歡迎查詢 24小時即時回覆
提供買賣及售後服務 
免費壓力測試,首期支出及供款計算
各大銀行按揭介紹
專業法律咨詢，律師介紹
裝修設計
專車接送
大量一手，二手樓盤介紹",22.333639,114.160416,,,,,,2026-07-03T05:25:08+08:00,2026-07-03T05:25:08+08:00,2026-09-01T05:25:08+08:00,"[""https://i1.28hse.com/2026/07/20260703052506272646_large.jpg"", ""https://i1.28hse.com/2026/07/202607030525067140372_large.jpg"", ""https://i1.28hse.com/2026/07/202607030525075271708_large.jpg"", ""https://i1.28hse.com/2026/07/202607030525072648075_large.jpg"", ""https://i1.28hse.com/2026/07/202607030525077605659_large.jpg"", ""https://i1.28hse.com/estate_data/63/23359/FLOOR/23359_20231201153017829331_thumb.jpg"", ""https://i1.28hse.com/estate_data/63/23359/UNIT/23359_20231201153127428497_thumb.jpg""]",,,22450,3556,26006,2152110,12996,7886691,4604355,-876294,3343889,-4220184
3886349,保證未賣！樓下就地鐵站！高層開揚！歡迎約睇！睇岩再幫你傾！,土瓜灣,私人屋苑/單幢式大廈/市區重建局,6280000,368,1,1,高層,開放式廚房,9,昇譽物業代理,https://i1.28hse.com/2026/07/202607031054252375602_thumb.jpg,https://www.28hse.com/buy/apartment/property-3886349,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:24:32.141297+00:00,津匯,,九龍土瓜灣津匯 九龍城道8號,"物業座數
1座 175伙
入伙日期
25/05/2017
物業設施
會所泳池
物業校網
小學: 34
中學: 九龍城
車位數量
16 個住客停車位
其他住客用車位 :
1 個電單車停車位
1 個傷健人士停車位
物業層數
28層 (地下,1至29樓)
*不包括天台、升降機房層、泵房...展開
發展商
寶聲集團 / 其士集團 / 市區重建局
賣方/賣方的控權公司
賣方:
市區重建局 (作為”擁有人”)
...展開
管理公司
其士富居物業管理有限公司",22.315882,114.187859,,,,,,2026-06-11T16:10:11+08:00,2026-07-03T10:54:49+08:00,2026-08-10T16:10:11+08:00,"[""https://i1.28hse.com/2026/07/202607031054263383114_large.jpg"", ""https://i1.28hse.com/2026/07/202607031054266864557_large.jpg"", ""https://i1.28hse.com/2026/07/20260703105425741480_large.jpg"", ""https://i1.28hse.com/2026/07/202607031054257289529_large.jpg"", ""https://i1.28hse.com/2026/07/202607031054265427186_large.jpg"", ""https://i1.28hse.com/2026/07/202607031054292679059_large.jpg"", ""https://i1.28hse.com/2026/07/202607031054291591505_large.jpg"", ""https://i1.28hse.com/2026/07/202607031054294033372_large.jpg"", ""https://i1.28hse.com/2026/07/202607031054302085027_large.jpg"", ""https://i1.28hse.com/estate_data/77/22474/FLOOR/22474_20231117030356773589_thumb.jpg"", ""https://i1.28hse.com/estate_data/77/22474/UNIT/22474_20250715114541113646_thumb.jpg""]",,,22601,3488,26089,2166600,13083,7906950,4635356,-841041,3343889,-4184931
3891416,長沙灣市區，23年樓、高層開揚，有匙即睇,長沙灣,洋樓/單幢式大廈,6280000,447,2,,中層,,23,家旺物業,/assets/img/loadingphoto170_125.jpg,https://www.28hse.com/buy/apartment/property-3891416,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:09:07.170635+00:00,順景華庭,565,九龍長沙灣順景華庭 順寧道483號,"筍價出售, 罕有放盤, 豪華靚裝, 價錢可議, 高實用率, 近電梯, 近港鐵站, 開揚, 包電器, 大型商場, 中心旺地, 旺中帶靜, 交通便利, 設施齊備, 間隔四正, 管理完善, 廳大房大",22.339938999999998,114.15509,,,,,,2026-06-14T18:51:39+08:00,2026-06-22T12:06:52+08:00,2026-08-13T18:51:39+08:00,[],,,22601,3843,26444,2166600,13083,8032902,4635356,-1085216,3343889,-4429105
3934217,【$568萬盡試】大一房筍盤【有票即收】,長沙灣,私人屋苑/華懋,6280000,350,1,,中層,,1,美聯物業代理有限公司,https://i1.28hse.com/2026/07/202607161522208349455_thumb.jpg,https://www.28hse.com/buy/apartment/property-3934217,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:07:45.574674+00:00,瑜悅,,九龍長沙灣瑜悅 東京街28號,"筍價出售, 罕有放盤, 價錢可議
歡迎24小時 致電/Whatsapp/WeChat 查詢
致電/Whatsapp: [REDACTED] ERIC CHU (24小時回覆)
微信號: EHC889 (24小時回覆)
️ 提供專業 親切 誠懇一條龍服務
屋苑最新成交紀錄
一二手筍盤推介
買賣/租賃流程及所有開支講解
銀行估價，按揭壓力測試，首期和供款細節, 免費按揭轉介
律師行介紹及免費法律諮詢
全港一手新盤資訊免費專車接送睇樓
售後服務包括：水,電,煤,差餉,地租轉名, 驗樓等...
盤源充足
承諾跟貼底價 您的置業好幫手
多個查詢，多個筍盤機會",22.335566,114.15847,,,,,,2026-07-16T15:24:18+08:00,2026-07-16T15:25:10+08:00,2026-08-15T15:24:18+08:00,"[""https://i1.28hse.com/2026/07/20260716152222330010_large.jpg"", ""https://i1.28hse.com/2026/07/202607161522194579747_large.jpg"", ""https://i1.28hse.com/2026/07/202607161522211572396_large.jpg"", ""https://i1.28hse.com/2026/07/202607161522208975176_large.jpg"", ""https://i1.28hse.com/2026/07/202607161522214442065_large.jpg"", ""https://i1.28hse.com/estate_data/63/27845/FLOOR/27845_20241009165103332375_thumb.jpg"", ""https://i1.28hse.com/estate_data/63/27845/UNIT/27845_20241009165219378326_thumb.jpg""]",,,22601,3407,26008,2166600,13083,7878253,4635356,-785407,3343889,-4129296
3936230,阿Sa實盤～華懋有保證 30秒到站口 極度方便,長沙灣,私人屋苑/華懋,6280000,350,1,,中層,,1,美聯物業代理有限公司,https://i1.28hse.com/2026/07/202607171834273292184_thumb.jpg,https://www.28hse.com/buy/apartment/property-3936230,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:07:41.408694+00:00,瑜悅,,九龍長沙灣瑜悅 東京街28號,"歡迎致電/Whatsapp
蘇小姐即時回覆 電話
！！大量盤源！！
24小時預約睇樓及諮詢樓盤資料：
提供一條龍專業買賣及售後服務
-首次置業
-計算首期及供款物業
-物業估價
-按揭轉介、銀行按揭
-租務管理
-法律咨詢、律師轉介
-裝修轉介
-水電煤申請
-差餉地租轉名",22.335566,114.15847,,,,,,2026-07-17T18:34:36+08:00,2026-07-17T18:34:36+08:00,2026-09-15T18:34:36+08:00,"[""https://i1.28hse.com/2026/07/202607171834272834901_large.jpg"", ""https://i1.28hse.com/2026/07/202607171834282340586_large.jpg"", ""https://i1.28hse.com/2026/07/202607171834285745339_large.jpg"", ""https://i1.28hse.com/2026/07/202607171834297931360_large.jpg"", ""https://i1.28hse.com/2026/07/202607171834296411086_large.jpg"", ""https://i1.28hse.com/2026/07/202607171834293276982_large.jpg"", ""https://i1.28hse.com/estate_data/63/27845/FLOOR/27845_20241009165103332375_thumb.jpg"", ""https://i1.28hse.com/estate_data/63/27845/UNIT/27845_20241009165219378326_thumb.jpg""]",,,22601,3407,26008,2166600,13083,7878253,4635356,-785407,3343889,-4129296
3940984,【580萬】【1分鐘地鐵站】【大積一房】,長沙灣,私人屋苑/華懋,6280000,350,1,1,中層,,1,美聯物業代理有限公司,https://i1.28hse.com/2026/07/202607211725548225960_thumb.jpg,https://www.28hse.com/buy/apartment/property-3940984,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:07:25.660152+00:00,瑜悅,,九龍長沙灣瑜悅 東京街28號,"歡迎24小時致電或what's app查詢
️ 提供專業 親切 誠懇一條龍服務
屋苑最新成交紀錄
二手筍盤推介
買賣/租賃流程及所有開支講解
銀行估價，按揭壓力測試，首期和供款細節, 免費按揭轉介
律師行介紹及免費法律諮詢
全港一手新盤資訊免費專車接送睇樓
售後服務包括：水,電,煤,差餉,地租轉名, 驗樓等...
盤源充足
承諾跟貼底價 您的置業好幫手
多個查詢，多個筍盤機會",22.335566,114.15847,,,,,,2026-07-21T17:26:19+08:00,2026-07-21T17:26:19+08:00,2026-08-20T17:26:19+08:00,"[""https://i1.28hse.com/2026/07/202607211725535434050_large.jpg"", ""https://i1.28hse.com/2026/07/202607211725536479946_large.jpg"", ""https://i1.28hse.com/estate_data/63/27845/FLOOR/27845_20241009165103332375_thumb.jpg"", ""https://i1.28hse.com/estate_data/63/27845/UNIT/27845_20241009165219378326_thumb.jpg""]",,,22601,3407,26008,2166600,13083,7878253,4635356,-785407,3343889,-4129296
