listing_id,title,district,property_type,price_hkd,usable_area_sqft,bedrooms,bathrooms,floor,kitchen_type,building_age_years,agency,image_url,url,fetched_at,enriched_at,estate,building_area_sqft,address,description,latitude,longitude,rent_includes,subletting,cooking_method,primary_school_net,secondary_school_net,published_at,updated_at,expires_at,image_urls
3957211,地鐵站口 華麗實用 品味之居 陽光燦爛 自住極品 請即比較,佐敦,單幢式大廈/全年預繳租金95折,16500,407,2,1,中層,,50,中興地產有限公司,https://i1.28hse.com/2026/08/202608022031244398867_thumb.jpg,https://www.28hse.com/rent/apartment/property-3957211,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:28.903169+00:00,金寶樓,,九龍佐敦金寶樓 白加士街42-50號,地鐵站口 華麗實用 品味之居 陽光燦爛 自住極品 請即比較,22.304517999999998,114.17079900000002,,放盤人提供全年預繳租金優惠,,,,2026-08-02T20:31:28+08:00,2026-08-02T20:31:28+08:00,2026-09-01T20:31:28+08:00,"[""https://i1.28hse.com/2026/08/202608022031254055564_large.jpg"", ""https://i1.28hse.com/2026/08/202608022031255722481_large.jpg"", ""https://i1.28hse.com/2026/08/202608022031257691284_large.jpg"", ""https://i1.28hse.com/2026/08/202608022031264424349_large.jpg"", ""https://i1.28hse.com/2026/08/20260802203126933183_large.jpg"", ""https://i1.28hse.com/2026/08/202608022031265082855_large.jpg"", ""https://i1.28hse.com/2026/08/202608022031278198821_large.jpg"", ""https://i1.28hse.com/2026/08/202608022031278752583_large.jpg"", ""https://i1.28hse.com/2026/08/202608022031286371412_large.jpg"", ""https://i1.28hse.com/2026/08/202608022031286469904_large.jpg""]"
3940061,靚裝2房，近地鐵站，包全屋傢俬，拎包即住,佐敦,分間單位/洋樓,17000,300,2,1,低層,開放式廚房,63,駿輝地產建榮有限公司,https://i1.28hse.com/2026/08/202608021536001713889_thumb.jpg,https://www.28hse.com/rent/apartment/property-3940061,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:29.663189+00:00,東樂大樓,,九龍太子東樂大樓 水渠道34-36號,靚裝1房，經濟實惠，乾濕分離，拎包即住,22.323654,114.169876,差餉地租､管理費,,,,,2026-07-20T20:44:55+08:00,2026-08-05T20:28:29+08:00,2026-08-19T20:44:55+08:00,"[""https://i1.28hse.com/2026/08/202608052028181494924_large.jpg"", ""https://i1.28hse.com/2026/08/202608052028197793178_large.jpg"", ""https://i1.28hse.com/2026/08/202608052028194926711_large.jpg"", ""https://i1.28hse.com/2026/08/202608052028208689483_large.jpg"", ""https://i1.28hse.com/2026/08/20260805202820522296_large.jpg"", ""https://i1.28hse.com/2026/08/202608052028211176837_large.jpg""]"
3956288,超值大間兩房連儲物室！街窗有匙即睇，快者得,佐敦,私人屋苑,16000,480,2,1,中層,,61,中興地產有限公司,https://i1.28hse.com/2026/08/202608021328061746114_thumb.jpg,https://www.28hse.com/rent/apartment/property-3956288,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:30.524366+00:00,文蔚樓,,九龍佐敦文蔚樓 文蔚街24號,"平租, 只求好租客",22.307905,114.167007,差餉地租､管理費,,,,,2026-08-02T13:29:07+08:00,2026-08-02T13:29:07+08:00,2026-09-01T13:29:07+08:00,"[""https://i1.28hse.com/2026/08/2026080213280748283_large.jpg"", ""https://i1.28hse.com/2026/08/202608021328091101249_large.jpg"", ""https://i1.28hse.com/2026/08/202608021328117520989_large.jpg"", ""https://i1.28hse.com/2026/08/202608021328145600937_large.jpg"", ""https://i1.28hse.com/2026/08/202608021328165285821_large.jpg"", ""https://i1.28hse.com/2026/08/20260802132818628783_large.jpg"", ""https://i1.28hse.com/2026/08/202608021328206685928_large.jpg""]"
3955725,平地電梯 三房一廳 家電齊全 鄰近佐敦及油麻地站,佐敦,洋樓,16500,503,3,1,中層,,57,君皇地產有限公司,https://i1.28hse.com/2026/08/202608012034188607655_thumb.jpg,https://www.28hse.com/rent/apartment/property-3955725,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:31.412687+00:00,金勳大廈,,九龍佐敦金勳大廈 彌敦道381號,"詳情或其他間隔單位(租/售)
歡迎致電或WHATSAPP查詢
郭生",22.308268,114.171066,差餉地租､管理費,,,,,2026-08-01T20:34:34+08:00,2026-08-01T20:34:34+08:00,2026-08-31T20:34:34+08:00,"[""https://i1.28hse.com/2026/08/20260801203420954905_large.jpg"", ""https://i1.28hse.com/2026/08/202608012034213916904_large.jpg"", ""https://i1.28hse.com/2026/08/20260801203423711456_large.jpg"", ""https://i1.28hse.com/2026/08/202608012034246916332_large.jpg"", ""https://i1.28hse.com/2026/08/202608012034253482978_large.jpg"", ""https://i1.28hse.com/2026/08/202608012034265457502_large.jpg""]"
3955646,{誠意推介} 乾淨企理 中層開揚 實用2房大廳 近地鐵,佐敦,單幢式大廈,16800,260,2,1,中層,,45,中興地產有限公司,https://i1.28hse.com/2026/08/202608011935236153479_thumb.jpg,https://www.28hse.com/rent/apartment/property-3955646,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:32.181578+00:00,怡齡閣,336,九龍佐敦怡齡閣 廟街259號,"平地電梯 冷氣大堂 保安嚴密
近佐敦站/柯士甸站 交通便利",22.304546,114.169464,差餉地租､管理費,,,,,2026-08-01T19:35:26+08:00,2026-08-05T18:51:00+08:00,2026-08-31T19:35:26+08:00,"[""https://i1.28hse.com/2026/08/202608051850211536641_large.jpg"", ""https://i1.28hse.com/2026/08/20260805174226341503_large.jpg"", ""https://i1.28hse.com/2026/08/202608051742262838692_large.jpg"", ""https://i1.28hse.com/2026/08/202608051742274597179_large.jpg"", ""https://i1.28hse.com/2026/08/202608051847078124918_large.jpg"", ""https://i1.28hse.com/2026/08/202608051847083710136_large.jpg"", ""https://i1.28hse.com/2026/08/202608051742278325115_large.jpg"", ""https://i1.28hse.com/2026/08/20260805174227576573_large.jpg"", ""https://i1.28hse.com/2026/08/202608051742281183963_large.jpg"", ""https://i1.28hse.com/2026/08/202608051847101156433_large.jpg"", ""https://i1.28hse.com/2026/08/202608051847065942883_large.jpg"", ""https://i1.28hse.com/2026/08/202608051847033330233_large.jpg"", ""https://i1.28hse.com/2026/08/202608051847057667802_large.jpg""]"
3932009,佐敦！2房大廳！407尺！2分鐘地鐵！【金寶樓】房大廳大 合家庭客！有電梯,佐敦,私人屋苑/洋樓/單幢式大廈,17000,407,2,1,中層,,50,駿輝地產發展有限公司,https://i1.28hse.com/2026/08/202608011808567574543_thumb.jpg,https://www.28hse.com/rent/apartment/property-3932009,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:32.965298+00:00,白加士街42-50號,,九龍佐敦白加士街42-50號 白加士街42-50號,"【多窗開揚 房大廳大 家庭客首選】
【四通八達 超近地鐵站】
【實用2房大廳 旺中帶靜】
【2分鐘地鐵 樓下應有盡有】
 
歡迎致電楊小姐[REDACTED]。
 
　　
本公司10間分店聯營, 大量盤源, 一通電話, 助你找尋油尖旺全區荀盤
本鋪(佐敦分店):
► 免費提供銀行估價
► 免費網上廣告宣傳
► 免費室內設計諮詢
► 專業銀行按揭, 律師樓轉介, 一條龍服務。",,,差餉地租､管理費,,,,,2026-07-14T17:31:11+08:00,2026-08-01T18:12:22+08:00,2026-08-13T17:31:11+08:00,"[""https://i1.28hse.com/2026/08/202608011808545911785_large.jpg"", ""https://i1.28hse.com/2026/08/202608011808462306220_large.jpg"", ""https://i1.28hse.com/2026/08/202608011808545942996_large.jpg"", ""https://i1.28hse.com/2026/08/202608011808538865892_large.jpg"", ""https://i1.28hse.com/2026/08/202608011808521751314_large.jpg"", ""https://i1.28hse.com/2026/08/202608011808556146065_large.jpg"", ""https://i1.28hse.com/2026/08/202608011808553628979_large.jpg"", ""https://i1.28hse.com/2026/08/202608011808475817380_large.jpg""]"
3955191,精裝2房2廳，間格寬敞，有匙引看,佐敦,洋樓/單幢式大廈,17000,343,2,1,低層,梗廚,27,金國置業,https://i1.28hse.com/2026/08/20260801161523862336_thumb.jpg,https://www.28hse.com/rent/apartment/property-3955191,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:33.721796+00:00,顯發大廈,511,九龍佐敦顯發大廈 吳松街108號,旺中帶靜，2分鐘地鐵,22.305748,114.170364,差餉地租､管理費,,明火煮食,,,2026-08-01T16:15:33+08:00,2026-08-05T13:30:13+08:00,2026-08-31T16:15:33+08:00,"[""https://i1.28hse.com/2026/08/202608051329438376625_large.jpg"", ""https://i1.28hse.com/2026/08/202608051329454422951_large.jpg"", ""https://i1.28hse.com/2026/08/202608051329478307697_large.jpg"", ""https://i1.28hse.com/2026/08/202608051329496766845_large.jpg"", ""https://i1.28hse.com/2026/08/202608051329517042973_large.jpg"", ""https://i1.28hse.com/2026/08/202608051329536978547_large.jpg"", ""https://i1.28hse.com/2026/08/202608051329542764822_large.jpg"", ""https://i1.28hse.com/2026/08/202608051329565669271_large.jpg""]"
3954905,核心地段 2房梗廚傢俬 還價即成,佐敦,單幢式大廈,17000,407,2,1,高層,梗廚,50,利嘉閣地產有限公司,https://i1.28hse.com/2026/08/2026080114040350370_thumb.jpg,https://www.28hse.com/rent/apartment/property-3954905,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:34.459929+00:00,金寶樓,,九龍佐敦金寶樓 白加士街42-50號,間隔實用 旺中帶靜 近地鐵站 交通方便 生活配備完善,22.304518,114.170799,差餉地租､管理費,,,,,2026-08-01T14:05:51+08:00,2026-08-02T09:02:53+08:00,2026-08-31T14:05:51+08:00,"[""https://i1.28hse.com/2026/08/202608011404041240828_large.jpg"", ""https://i1.28hse.com/2026/08/20260801140406436815_large.jpg"", ""https://i1.28hse.com/2026/08/202608011404075016818_large.jpg"", ""https://i1.28hse.com/2026/08/202608011404091087326_large.jpg"", ""https://i1.28hse.com/2026/08/202608011404104656235_large.jpg"", ""https://i1.28hse.com/2026/08/202608011404107565676_large.jpg""]"
3954750,近地鐵站，鄰近九龍公園，旺中帶靜。,佐敦,洋樓,17000,407,2,1,中層,,50,中興地產有限公司,https://i1.28hse.com/2026/08/202608011243425730231_thumb.jpg,https://www.28hse.com/rent/apartment/property-3954750,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:35.222965+00:00,金寶樓,,九龍佐敦金寶樓 白加士街42-50號,向南，高層開揚，廳大房大。,22.304517999999998,114.17079900000002,差餉地租､管理費,,,,,2026-08-01T12:42:43+08:00,2026-08-01T12:43:55+08:00,2026-08-31T12:42:43+08:00,"[""https://i1.28hse.com/2026/08/202608011243423350427_large.jpg"", ""https://i1.28hse.com/2026/08/202608011243436546525_large.jpg"", ""https://i1.28hse.com/2026/08/202608011243448253216_large.jpg"", ""https://i1.28hse.com/2026/08/202608011243455145883_large.jpg"", ""https://i1.28hse.com/2026/08/202608011243466180010_large.jpg"", ""https://i1.28hse.com/2026/08/202608011243478271057_large.jpg"", ""https://i1.28hse.com/2026/08/20260801124347195885_large.jpg""]"
3954668,高層 實用2房 樓下佐敦站,佐敦,單幢式大廈,16800,710,2,1,中層,梗廚,59,金國置業,https://i1.28hse.com/2026/08/202608011158258810927_thumb.jpg,https://www.28hse.com/rent/apartment/property-3954668,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:35.990125+00:00,文景樓,,九龍佐敦文景樓 文英街47號,"專業代理 Contact：Roy Leung （梁生）
電話 Tel/Whatsapp：+852 (24小時服務熱線)
微信 Wechat：[REDACTED]
電郵 Email：[REDACTED]
誠意為您提供《最快。最新。最好。最多。最平》樓盤資訊
一站式免費服務
無論買樓自住，投資升值，區內換樓，放盤收租，本公司均為貴客提供一條龍買賣及售後服務。",22.307192000000004,114.165733,差餉地租､管理費,,,,,2026-08-01T11:58:43+08:00,2026-08-05T16:51:48+08:00,2026-08-31T11:58:43+08:00,"[""https://i1.28hse.com/2026/08/202608051631274101339_large.jpg"", ""https://i1.28hse.com/2026/08/202608051631305441716_large.jpg"", ""https://i1.28hse.com/2026/08/202608051631373580975_large.jpg"", ""https://i1.28hse.com/2026/08/202608051631476725701_large.jpg"", ""https://i1.28hse.com/2026/08/202608051631488271056_large.jpg"", ""https://i1.28hse.com/2026/08/20260805163152510007_large.jpg""]"
3953989,近地鐵實用2房 有匙即睇,佐敦,洋樓/單幢式大廈,17000,407,2,1,高層,梗廚,50,金國置業,https://i1.28hse.com/2026/07/202607311806186864287_thumb.jpg,https://www.28hse.com/rent/apartment/property-3953989,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:36.757925+00:00,金寶樓,,九龍佐敦金寶樓 白加士街42-50號,"隨時可睇
專業代理 Contact：Jack Lam (林生)
+852 
五鋪聯盟
總店 Head Office
九龍佐敦文匯街文華樓18號地下B鋪
佐敦分店 Jordan Branch
九龍佐敦佐敦道47號地下鋪
寶靈街分行 Bowring Branch
九龍佐敦寶靈街 32-38號
寶安大廈38A號地下鋪
旺角分行 Mongkok Branch
旺角廣華街25號明威閣E2鋪
尖沙咀分行 Tsimshatsui Branch
尖沙咀山林道10-12號山林閣地下2C鋪
盤源眾多 客源廣闊
資深經驗 專業誠懇
盡心盡意 服務認真
敬請各界 放盤支持",22.304518,114.170799,差餉地租､管理費,,明火煮食,,,2026-07-31T18:11:17+08:00,2026-08-01T09:27:51+08:00,2026-08-30T18:11:17+08:00,"[""https://i1.28hse.com/2026/07/202607311806194218223_large.jpg"", ""https://i1.28hse.com/2026/07/202607311806183562085_large.jpg"", ""https://i1.28hse.com/2026/07/202607311806181006630_large.jpg"", ""https://i1.28hse.com/2026/07/202607311806196308211_large.jpg"", ""https://i1.28hse.com/2026/07/202607311806192425912_large.jpg"", ""https://i1.28hse.com/2026/07/202607311806191059728_large.jpg"", ""https://i1.28hse.com/2026/07/202607311806184364998_large.jpg""]"
3952850,*秒到地鐵站 實用2房 多窗開揚 連部份傢俬 平地電梯 有匙即睇*,佐敦,洋樓/單幢式大廈,17000,407,2,1,中層,梗廚,49,廣信地產顧問有限公司,https://i1.28hse.com/2026/07/202607302009563025233_thumb.jpg,https://www.28hse.com/rent/apartment/property-3952850,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:37.541771+00:00,金寶樓,,九龍佐敦金寶樓 白加士街42-50號,"*二十秒可到地鐵站
*靚盤難求 即租即住
*大廈已維修 有匙即睇
*歡迎致電或Whatsapp查詢
*廣信地產多間分行為你服務：
-油麻地上海街383號地下A2舖
-旺角山東街24號地下B舖
-旺角渡船街323號地下2號舖
-大角咀埃華街70號大成樓地下1C2號舖",22.304518,114.170799,差餉地租､管理費,,明火煮食,,,2026-07-30T20:10:44+08:00,2026-07-30T20:10:44+08:00,2026-08-29T20:10:44+08:00,"[""https://i1.28hse.com/2026/07/202607302009583140717_large.jpg"", ""https://i1.28hse.com/2026/07/202607302010004648791_large.jpg"", ""https://i1.28hse.com/2026/07/202607302010021094097_large.jpg"", ""https://i1.28hse.com/2026/07/20260730201007300347_large.jpg"", ""https://i1.28hse.com/2026/07/20260730201010423596_large.jpg"", ""https://i1.28hse.com/2026/07/202607302010127634820_large.jpg""]"
3952759,10秒鐘到地鐵站方兩房全屋傢俬,佐敦,私人屋苑/單幢式大廈,17000,407,2,1,中層,梗廚,50,世紀21中華-佐敦,https://i1.28hse.com/2026/07/202607301901312981330_thumb.jpg,https://www.28hse.com/rent/apartment/property-3952759,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:38.314005+00:00,金寶樓,,九龍佐敦金寶樓 白加士街42-50號,"平租, 只求好租客, 罕有放盤, 高實用率, 近港鐵站, 樓景, 包傢俬, 包電器, 有裝修",22.304518,114.170799,差餉地租､管理費,,,,,2026-07-30T19:01:57+08:00,2026-07-30T19:01:57+08:00,2026-08-29T19:01:57+08:00,"[""https://i1.28hse.com/2026/07/202607301901321000386_large.jpg"", ""https://i1.28hse.com/2026/07/202607301901337126137_large.jpg"", ""https://i1.28hse.com/2026/07/20260730190133161289_large.jpg"", ""https://i1.28hse.com/2026/07/202607301901345807326_large.jpg""]"
3926780,▷高層雅裝𝟮房 光猛多窗◁【金寶樓】3分鐘到佐敦站 近九龍公園,佐敦,洋樓/單幢式大廈,17000,407,2,1,中層,梗廚,50,駿輝地產專業有限公司,https://i1.28hse.com/2026/07/202607301900287885650_thumb.jpg,https://www.28hse.com/rent/apartment/property-3926780,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:39.114238+00:00,金寶樓,,九龍佐敦金寶樓 白加士街42-50號,"☏ 歡迎致電 黃小姐 𝟲𝟰𝟲𝟭 𝟴𝟴𝟳𝟭 ☏
【金寶樓】
間隔：高層實用雅裝𝟮房 梗廚 乾濕分離
面積：實用𝟰𝟬𝟳呎
租價: $𝟭𝟴,𝟬𝟬𝟬元
民生社區 3分鐘生活圈 生活方便
24小時嚴密保安 大門密碼開門
3分鐘直到佐敦地鐵站
距離高鐵站10分鐘
來回多條巴士線 交通方便
XXXXXX 單位不接受寵物 XXXXXX
歡迎約睇",22.304517999999998,114.17079900000002,差餉地租､管理費,,,,,2026-07-10T17:56:15+08:00,2026-07-31T02:51:25+08:00,2026-08-09T17:56:15+08:00,"[""https://i1.28hse.com/2026/07/20260730190029594786_large.jpg"", ""https://i1.28hse.com/2026/07/2026073019002911975_large.jpg"", ""https://i1.28hse.com/2026/07/202607301900293984275_large.jpg"", ""https://i1.28hse.com/2026/07/202607301900302866786_large.jpg"", ""https://i1.28hse.com/2026/07/20260730190030326725_large.jpg"", ""https://i1.28hse.com/2026/07/202607301900318491939_large.jpg"", ""https://i1.28hse.com/2026/07/202607301900327883749_large.jpg"", ""https://i1.28hse.com/2026/07/202607301900322855800_large.jpg"", ""https://i1.28hse.com/2026/07/202607301900333380444_large.jpg"", ""https://i1.28hse.com/2026/07/202607301900334350920_large.jpg"", ""https://i1.28hse.com/2026/07/202607301900341682355_large.jpg"", ""https://i1.28hse.com/2026/07/202607301900343282844_large.jpg""]"
3924558,三房兩廳 齊家電 拎包入住 廁所乾濕分離 近地鐵站近港理 歡迎學生,佐敦,洋樓/獨立屋,16500,503,3,1,中層,,57,君皇地產有限公司,https://i1.28hse.com/2026/07/202607302330424970886_thumb.jpg,https://www.28hse.com/rent/apartment/property-3924558,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:39.852131+00:00,金勳大廈,,九龍佐敦金勳大廈 彌敦道381號,"本公司另有大量不同价格单位放租及放卖
欢迎WhatsApp或致电張小姐查询",22.308268,114.171066,差餉地租､管理費,,,,,2026-07-09T12:53:38+08:00,2026-07-30T23:31:00+08:00,2026-08-08T12:53:38+08:00,"[""https://i1.28hse.com/2026/07/202607302330447353893_large.jpg"", ""https://i1.28hse.com/2026/07/202607302330453390487_large.jpg"", ""https://i1.28hse.com/2026/07/202607302330456834482_large.jpg"", ""https://i1.28hse.com/2026/07/20260730233045296022_large.jpg"", ""https://i1.28hse.com/2026/07/202607302330458243097_large.jpg"", ""https://i1.28hse.com/2026/07/202607302330468673559_large.jpg"", ""https://i1.28hse.com/2026/07/202607302330467449646_large.jpg""]"
3944273,{誠意推介} 乾淨企理 中層開揚 實用2房大廳 近地鐵,佐敦,單幢式大廈/建利,16800,206,2,1,高層,,9,中興地產有限公司,https://i1.28hse.com/2026/08/20260801122403603163_thumb.jpg,https://www.28hse.com/rent/apartment/property-3944273,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:40.715435+00:00,AVA62,,九龍佐敦AVA62 上海街62號,"平地電梯 冷氣大堂 保安嚴密
近佐敦站/柯士甸站 交通便利",22.304621,114.169281,差餉地租､管理費,,,,,2026-07-24T00:11:04+08:00,2026-08-05T20:19:38+08:00,2026-08-23T00:11:04+08:00,"[""https://i1.28hse.com/2026/08/202608052019208270299_large.jpg"", ""https://i1.28hse.com/2026/08/202608052019204625225_large.jpg"", ""https://i1.28hse.com/2026/08/20260805201921780524_large.jpg"", ""https://i1.28hse.com/2026/08/202608052019192669939_large.jpg"", ""https://i1.28hse.com/2026/08/202608052019213360345_large.jpg"", ""https://i1.28hse.com/2026/08/202608052019226669167_large.jpg"", ""https://i1.28hse.com/estate_data/73/8671/FLOOR/8671_20240208094407645248_thumb.jpg"", ""https://i1.28hse.com/estate_data/73/8671/UNIT/8671_20240208094426148166_thumb.jpg""]"
3946853,地點極佳 閙巿中世外桃源 自住極品 萬勿錯過,佐敦,單幢式大廈/私人屋苑/全年預繳租金95折,14800,452,2,,高層,,60,中興地產有限公司,https://i1.28hse.com/2026/07/20260726162217932629_thumb.jpg,https://www.28hse.com/rent/apartment/property-3946853,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:41.472204+00:00,煒亨大廈,,九龍佐敦煒亨大廈 廣東道308號,地點極佳 閙巿中世外桃源 自住極品 萬勿錯過,22.303370000000008,114.16843400000002,差餉地租､管理費,放盤人提供全年預繳租金優惠,,,,2026-07-25T23:09:52+08:00,2026-07-29T09:07:05+08:00,2026-08-24T23:09:52+08:00,"[""https://i1.28hse.com/2026/07/202607261622202555336_large.jpg"", ""https://i1.28hse.com/2026/07/202607261622238026548_large.jpg"", ""https://i1.28hse.com/2026/07/202607261622251599799_large.jpg"", ""https://i1.28hse.com/2026/07/202607261622276812958_large.jpg"", ""https://i1.28hse.com/2026/07/202607261622291373205_large.jpg"", ""https://i1.28hse.com/2026/07/202607261622316209187_large.jpg"", ""https://i1.28hse.com/2026/07/20260726162233702688_large.jpg"", ""https://i1.28hse.com/2026/07/202607261622358683247_large.jpg"", ""https://i1.28hse.com/2026/07/202607261622378766725_large.jpg"", ""https://i1.28hse.com/2026/07/202607261622403499177_large.jpg"", ""https://i1.28hse.com/2026/07/202607261622421237572_large.jpg""]"
3950318,平地電梯 三房一廳 家具齊全 歡迎學生 近佐敦油麻地站,佐敦,單幢式大廈/洋樓,16500,503,3,1,中層,梗廚,57,君皇地產有限公司,https://i1.28hse.com/2026/07/202607282123075951299_thumb.jpg,https://www.28hse.com/rent/apartment/property-3950318,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:42.309773+00:00,金勳大廈,,九龍佐敦金勳大廈 彌敦道381號,"本公司另有大量不同另有不同間隔單位放租及放賣
歡迎WhatsApp或致電許生查詢",22.308267999999998,114.171066,差餉地租､管理費,,,,,2026-07-28T21:19:56+08:00,2026-07-28T21:24:02+08:00,2026-08-27T21:19:56+08:00,"[""https://i1.28hse.com/2026/07/202607282123144628314_large.jpg"", ""https://i1.28hse.com/2026/07/202607282123178523321_large.jpg"", ""https://i1.28hse.com/2026/07/202607282123204503160_large.jpg"", ""https://i1.28hse.com/2026/07/202607282123258762509_large.jpg"", ""https://i1.28hse.com/2026/07/202607282123558611750_large.jpg""]"
3926725,▷高層雅裝𝟮房 光猛多窗◁【金寶樓】3分鐘到佐敦站 近九龍公園,佐敦,洋樓/單幢式大廈,17000,407,2,1,中層,梗廚,50,駿輝地產專業有限公司,https://i1.28hse.com/2026/07/202607231559151095700_thumb.jpg,https://www.28hse.com/rent/apartment/property-3926725,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:43.099618+00:00,金寶樓,,九龍佐敦金寶樓 白加士街42-50號,"☏ 歡迎致電 黃小姐 𝟲𝟰𝟲𝟭 𝟴𝟴𝟳𝟭 ☏
 
【金寶樓】
間隔：高層實用雅裝𝟮房 梗廚 乾濕分離
面積：實用𝟰𝟬𝟳呎
租價: $𝟭𝟴,𝟬𝟬𝟬元
 
民生社區 3分鐘生活圈 生活方便
24小時嚴密保安 大門密碼開門
3分鐘直到佐敦地鐵站 
距離高鐵站10分鐘
來回多條巴士線 交通方便
 
XXXXXX 單位不接受寵物 XXXXXX
 
歡迎約睇",22.304517999999998,114.17079900000002,差餉地租､管理費,,,,,2026-08-03T16:20:06+08:00,2026-08-03T16:48:02+08:00,2026-09-08T17:40:24+08:00,"[""https://i1.28hse.com/2026/07/202607231559161310874_large.jpg"", ""https://i1.28hse.com/2026/07/202607231559161196902_large.jpg"", ""https://i1.28hse.com/2026/07/202607231559177382823_large.jpg"", ""https://i1.28hse.com/2026/07/202607231559172729905_large.jpg"", ""https://i1.28hse.com/2026/07/202607231559183332703_large.jpg"", ""https://i1.28hse.com/2026/07/202607231559194011213_large.jpg"", ""https://i1.28hse.com/2026/07/20260723155919675359_large.jpg"", ""https://i1.28hse.com/2026/07/202607231559207641106_large.jpg"", ""https://i1.28hse.com/2026/07/202607231559217833165_large.jpg"", ""https://i1.28hse.com/2026/07/202607231559212127632_large.jpg"", ""https://i1.28hse.com/2026/07/202607231559223220663_large.jpg"", ""https://i1.28hse.com/2026/07/202607231559223005585_large.jpg""]"
3930732,[百誠大廈] 2房 企理實用 樓下佐敦MTR,佐敦,單幢式大廈,16500,468,2,1,中層,梗廚,49,順景置業(香港)有限公司,https://i1.28hse.com/2026/08/202608011733154346806_thumb.jpg,https://www.28hse.com/rent/apartment/property-3930732,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:44.322975+00:00,百誠大廈,,九龍佐敦百誠大廈 佐敦道31-37號,"2房 企理實用
旺中帶靜 交通方便
鄰近高鐵 3鐵交匯
樓下佐敦MTR",22.305513,114.170403,差餉地租､管理費,,,,,2026-07-13T17:53:03+08:00,2026-08-01T17:33:33+08:00,2026-08-12T17:53:03+08:00,"[""https://i1.28hse.com/2026/08/202608011733104163939_large.jpg"", ""https://i1.28hse.com/2026/08/20260801173313356192_large.jpg"", ""https://i1.28hse.com/2026/08/202608011733072462951_large.jpg"", ""https://i1.28hse.com/2026/08/202608011733146118604_large.jpg""]"
3922122,[金寶樓] 2房 企理實用 2mins到佐敦MTR,佐敦,單幢式大廈,17000,407,2,1,中層,梗廚,50,順景置業(香港)有限公司,https://i1.28hse.com/2026/07/202607311847295250026_thumb.jpg,https://www.28hse.com/rent/apartment/property-3922122,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:45.081576+00:00,金寶樓,,九龍佐敦金寶樓 白加士街42-50號,"2房 企理實用
交通方便 旺中帶靜
鄰近高鐵 三鐵交匯
2mins到佐敦MTR",22.304517999999998,114.17079900000002,差餉地租､管理費,,,,,2026-07-07T16:35:14+08:00,2026-07-31T18:47:51+08:00,2026-08-06T16:35:14+08:00,"[""https://i1.28hse.com/2026/07/202607311845182794931_large.jpg"", ""https://i1.28hse.com/2026/07/202607311845184935441_large.jpg"", ""https://i1.28hse.com/2026/07/20260731184519932010_large.jpg"", ""https://i1.28hse.com/2026/07/202607311845197606622_large.jpg"", ""https://i1.28hse.com/2026/07/202607311845184166430_large.jpg"", ""https://i1.28hse.com/2026/07/202607311845197599898_large.jpg""]"
3923618,大兩房！高性價比、可做員工宿舍、平地電梯,佐敦,洋樓/單幢式大廈,15000,611,2,1,中層,,61,駿輝地產旺角有限公司,https://i1.28hse.com/2026/07/202607081652372178898_thumb.jpg,https://www.28hse.com/rent/apartment/property-3923618,2026-08-02T21:33:05.478720+00:00,2026-08-05T21:31:45.908700+00:00,儉德大廈,775,九龍佐敦儉德大廈 彌敦道342號,大兩房！高性價比、可做員工宿舍、平地電梯,22.306786000000002,114.171707,差餉地租､管理費,,,,,2026-07-08T16:53:01+08:00,2026-07-24T02:11:43+08:00,2026-08-07T16:53:01+08:00,"[""https://i1.28hse.com/2026/07/202607081652393575159_large.jpg"", ""https://i1.28hse.com/2026/07/202607081652405403328_large.jpg"", ""https://i1.28hse.com/2026/07/202607081652425116122_large.jpg"", ""https://i1.28hse.com/2026/07/202607081652431643155_large.jpg"", ""https://i1.28hse.com/2026/07/202607081652442327530_large.jpg""]"
